genre_ids,id,language,title,overview,popularity,release_date,vote_average,vote_count,release_month,release_year,genre
"[53, 878]",1165067,en,Cosmic Chaos,"Battles in virtual reality, survival in a post-apocalyptic wasteland, a Soviet spaceship giving a distress signal - Fantastic stories created with advanced special effects and passion.",575.5696,2023-08-03,5.15,10,August,2023,Thriller
"[53, 878]",1165067,en,Cosmic Chaos,"Battles in virtual reality, survival in a post-apocalyptic wasteland, a Soviet spaceship giving a distress signal - Fantastic stories created with advanced special effects and passion.",575.5696,2023-08-03,5.15,10,August,2023,Science Fiction
"[28, 53]",1125899,en,Cleaner,"When a group of radical activists take over an energy company's annual gala, seizing 300 hostages, an ex-soldier turned window cleaner suspended 50 storeys up on the outside of the building must save those trapped inside, including her younger brother.",532.5785,2025-02-19,6.545,89,February,2025,Action
"[28, 53]",1125899,en,Cleaner,"When a group of radical activists take over an energy company's annual gala, seizing 300 hostages, an ex-soldier turned window cleaner suspended 50 storeys up on the outside of the building must save those trapped inside, including her younger brother.",532.5785,2025-02-19,6.545,89,February,2025,Thriller
"[28, 53, 878]",822119,en,Captain America: Brave New World,"After meeting with newly elected U.S. President Thaddeus Ross, Sam finds himself in the middle of an international incident. He must discover the reason behind a nefarious global plot before the true mastermind has the entire world seeing red.",433.031,2025-02-12,6.118,1123,February,2025,Action
"[28, 53, 878]",822119,en,Captain America: Brave New World,"After meeting with newly elected U.S. President Thaddeus Ross, Sam finds himself in the middle of an international incident. He must discover the reason behind a nefarious global plot before the true mastermind has the entire world seeing red.",433.031,2025-02-12,6.118,1123,February,2025,Thriller
"[28, 53, 878]",822119,en,Captain America: Brave New World,"After meeting with newly elected U.S. President Thaddeus Ross, Sam finds himself in the middle of an international incident. He must discover the reason behind a nefarious global plot before the true mastermind has the entire world seeing red.",433.031,2025-02-12,6.118,1123,February,2025,Science Fiction
"[28, 10752]",1373723,en,The Codes of War,"War stories about family, ethics and honor include the true story of two U.S. Marines who in a span of six seconds, must stand their ground to stop a suicide truck bomb, a Navy Corpsman who attempts to hold on to his humanity, and a WW2 soldier who gets separated from his squad and is forced to re-evaluate his code.",410.9443,2025-03-20,8.2,5,March,2025,Action
"[28, 10752]",1373723,en,The Codes of War,"War stories about family, ethics and honor include the true story of two U.S. Marines who in a span of six seconds, must stand their ground to stop a suicide truck bomb, a Navy Corpsman who attempts to hold on to his humanity, and a WW2 soldier who gets separated from his squad and is forced to re-evaluate his code.",410.9443,2025-03-20,8.2,5,March,2025,War
"[10751, 14]",447273,en,Snow White,"Princess Snow White flees the castle when the Evil Queen, in her jealousy over Snow White's inner beauty, tries to kill her. Deep into the dark woods, she stumbles upon seven magical dwarves and a young thief named Jonathan. Together, they strive to survive the Queen's relentless pursuit and aspire to take back the kingdom in the process...",288.0587,2025-03-19,4.5,345,March,2025,Family
"[10751, 14]",447273,en,Snow White,"Princess Snow White flees the castle when the Evil Queen, in her jealousy over Snow White's inner beauty, tries to kill her. Deep into the dark woods, she stumbles upon seven magical dwarves and a young thief named Jonathan. Together, they strive to survive the Queen's relentless pursuit and aspire to take back the kingdom in the process...",288.0587,2025-03-19,4.5,345,March,2025,Fantasy
[27],1301650,mn,Z Zone,"In a remote corner of the world, a group of troubled youths finds themselves whisked away to a mysterious military base after a series of misbehaviors. Expecting little more than a stern reprimand, they are instead thrust into a world of secrets and shadows.  In a desperate bid for freedom, they must unravel the mysteries of the base and confront the sinister forces that lurk in the shadows. But with time running out and danger lurking around every corner, the odds of survival grow slimmer by the minute.  Courage, strength, and sacrifice, would they finally escape the clutches of the base and emerge from the darkness into the light?",243.0195,2025-02-07,7.1,11,February,2025,Horror
"[16, 28]",1297763,ja,ニンジャバットマン対ヤクザリーグ,"The Batman family has returned to the present to discover that Japan has disappeared, and a giant island - Hinomoto - is now in the sky over Gotham City.  At the top sit the Yakuza, a group of superpowered individuals who reign without honor or humanity and look suspiciously like the Justice League. Now, it’s up to Batman and his allies to save Gotham!",241.9466,2025-03-17,6.6,74,March,2025,Animation
"[16, 28]",1297763,ja,ニンジャバットマン対ヤクザリーグ,"The Batman family has returned to the present to discover that Japan has disappeared, and a giant island - Hinomoto - is now in the sky over Gotham City.  At the top sit the Yakuza, a group of superpowered individuals who reign without honor or humanity and look suspiciously like the Justice League. Now, it’s up to Batman and his allies to save Gotham!",241.9466,2025-03-17,6.6,74,March,2025,Action
"[12, 10751, 16]",762509,en,Mufasa: The Lion King,"Mufasa, a cub lost and alone, meets a sympathetic lion named Taka, the heir to a royal bloodline. The chance meeting sets in motion an expansive journey of a group of misfits searching for their destiny.",215.758,2024-12-18,7.5,1742,December,2024,Adventure
"[12, 10751, 16]",762509,en,Mufasa: The Lion King,"Mufasa, a cub lost and alone, meets a sympathetic lion named Taka, the heir to a royal bloodline. The chance meeting sets in motion an expansive journey of a group of misfits searching for their destiny.",215.758,2024-12-18,7.5,1742,December,2024,Family
"[12, 10751, 16]",762509,en,Mufasa: The Lion King,"Mufasa, a cub lost and alone, meets a sympathetic lion named Taka, the heir to a royal bloodline. The chance meeting sets in motion an expansive journey of a group of misfits searching for their destiny.",215.758,2024-12-18,7.5,1742,December,2024,Animation
"[16, 12, 10751, 35]",1241982,en,Moana 2,"After receiving an unexpected call from her wayfinding ancestors, Moana journeys alongside Maui and a new crew to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced.",215.4247,2024-11-21,7.116,2072,November,2024,Animation
"[16, 12, 10751, 35]",1241982,en,Moana 2,"After receiving an unexpected call from her wayfinding ancestors, Moana journeys alongside Maui and a new crew to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced.",215.4247,2024-11-21,7.116,2072,November,2024,Adventure
"[16, 12, 10751, 35]",1241982,en,Moana 2,"After receiving an unexpected call from her wayfinding ancestors, Moana journeys alongside Maui and a new crew to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced.",215.4247,2024-11-21,7.116,2072,November,2024,Family
"[16, 12, 10751, 35]",1241982,en,Moana 2,"After receiving an unexpected call from her wayfinding ancestors, Moana journeys alongside Maui and a new crew to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced.",215.4247,2024-11-21,7.116,2072,November,2024,Comedy
"[28, 12, 53]",1356039,es,Contraataque,"When a hostage rescue mission creates a new enemy, Capt. Guerrero and his elite soldiers must face an ambush by a criminal group.",191.7685,2025-02-27,8.439,553,February,2025,Action
"[28, 12, 53]",1356039,es,Contraataque,"When a hostage rescue mission creates a new enemy, Capt. Guerrero and his elite soldiers must face an ambush by a criminal group.",191.7685,2025-02-27,8.439,553,February,2025,Adventure
"[28, 12, 53]",1356039,es,Contraataque,"When a hostage rescue mission creates a new enemy, Capt. Guerrero and his elite soldiers must face an ambush by a criminal group.",191.7685,2025-02-27,8.439,553,February,2025,Thriller
[27],1388366,en,Popeye the Slayer Man,"A curious group of friends sneak into an abandoned spinach canning factory to film a documentary on the legend of the ""Sailor Man,"" who is said to haunt the factory and local docks.",194.206,2025-03-21,5.1,15,March,2025,Horror
"[878, 12, 28]",777443,en,The Electric State,"An orphaned teen hits the road with a mysterious robot to find her long-lost brother, teaming up with a smuggler and his wisecracking sidekick.",166.7941,2025-03-07,6.6,797,March,2025,Science Fiction
"[878, 12, 28]",777443,en,The Electric State,"An orphaned teen hits the road with a mysterious robot to find her long-lost brother, teaming up with a smuggler and his wisecracking sidekick.",166.7941,2025-03-07,6.6,797,March,2025,Adventure
"[878, 12, 28]",777443,en,The Electric State,"An orphaned teen hits the road with a mysterious robot to find her long-lost brother, teaming up with a smuggler and his wisecracking sidekick.",166.7941,2025-03-07,6.6,797,March,2025,Action
"[28, 35]",1077782,en,Old Guy,"Stuck at a dead end but vying for the love of spunky club manager Anata, aging contract killer Danny Dolinski is thrilled when The Company pulls him back in the field, but only to train Gen Z newcomer Wihlborg, a prodigy assassin with an attitude.",157.2845,2024-12-13,5.538,53,December,2024,Action
"[28, 35]",1077782,en,Old Guy,"Stuck at a dead end but vying for the love of spunky club manager Anata, aging contract killer Danny Dolinski is thrilled when The Company pulls him back in the field, but only to train Gen Z newcomer Wihlborg, a prodigy assassin with an attitude.",157.2845,2024-12-13,5.538,53,December,2024,Comedy
"[28, 878, 35, 10751, 12, 14]",939243,en,Sonic the Hedgehog 3,"Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched in every way, Team Sonic must seek out an unlikely alliance in hopes of stopping Shadow and protecting the planet.",138.0273,2024-12-19,7.8,2282,December,2024,Action
"[28, 878, 35, 10751, 12, 14]",939243,en,Sonic the Hedgehog 3,"Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched in every way, Team Sonic must seek out an unlikely alliance in hopes of stopping Shadow and protecting the planet.",138.0273,2024-12-19,7.8,2282,December,2024,Science Fiction
"[28, 878, 35, 10751, 12, 14]",939243,en,Sonic the Hedgehog 3,"Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched in every way, Team Sonic must seek out an unlikely alliance in hopes of stopping Shadow and protecting the planet.",138.0273,2024-12-19,7.8,2282,December,2024,Comedy
"[28, 878, 35, 10751, 12, 14]",939243,en,Sonic the Hedgehog 3,"Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched in every way, Team Sonic must seek out an unlikely alliance in hopes of stopping Shadow and protecting the planet.",138.0273,2024-12-19,7.8,2282,December,2024,Family
"[28, 878, 35, 10751, 12, 14]",939243,en,Sonic the Hedgehog 3,"Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched in every way, Team Sonic must seek out an unlikely alliance in hopes of stopping Shadow and protecting the planet.",138.0273,2024-12-19,7.8,2282,December,2024,Adventure
"[28, 878, 35, 10751, 12, 14]",939243,en,Sonic the Hedgehog 3,"Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched in every way, Team Sonic must seek out an unlikely alliance in hopes of stopping Shadow and protecting the planet.",138.0273,2024-12-19,7.8,2282,December,2024,Fantasy
"[53, 28]",1151470,en,The Vigilante,"Returning from Afghanistan, Jessica, a Spec OPS Marine, finds herself in a war she never imagined and discovers middle America suburbia has changed when her thirteen year old sister, Aimee, is abducted by sex traffickers.",146.8265,2023-09-08,5.9,20,September,2023,Thriller
"[53, 28]",1151470,en,The Vigilante,"Returning from Afghanistan, Jessica, a Spec OPS Marine, finds herself in a war she never imagined and discovers middle America suburbia has changed when her thirteen year old sister, Aimee, is abducted by sex traffickers.",146.8265,2023-09-08,5.9,20,September,2023,Action
"[10749, 878, 53]",950396,en,The Gorge,"Two highly trained operatives grow close from a distance after being sent to guard opposite sides of a mysterious gorge. When an evil below emerges, they must work together to survive what lies within.",144.2901,2025-02-13,7.743,2157,February,2025,Romance
"[10749, 878, 53]",950396,en,The Gorge,"Two highly trained operatives grow close from a distance after being sent to guard opposite sides of a mysterious gorge. When an evil below emerges, they must work together to survive what lies within.",144.2901,2025-02-13,7.743,2157,February,2025,Science Fiction
"[10749, 878, 53]",950396,en,The Gorge,"Two highly trained operatives grow close from a distance after being sent to guard opposite sides of a mysterious gorge. When an evil below emerges, they must work together to survive what lies within.",144.2901,2025-02-13,7.743,2157,February,2025,Thriller
"[28, 80, 53]",1217379,en,Hellhound,"Ready to leave his profession behind, Loreno, an assassin, lends help to an old friend, Cetan, and taking one last job in Thailand seeking out a local kingpin. A lapse in judgment means Loreno crosses paths with old colleague Paul.",143.7936,2024-06-20,6.479,24,June,2024,Action
"[28, 80, 53]",1217379,en,Hellhound,"Ready to leave his profession behind, Loreno, an assassin, lends help to an old friend, Cetan, and taking one last job in Thailand seeking out a local kingpin. A lapse in judgment means Loreno crosses paths with old colleague Paul.",143.7936,2024-06-20,6.479,24,June,2024,Crime
"[28, 80, 53]",1217379,en,Hellhound,"Ready to leave his profession behind, Loreno, an assassin, lends help to an old friend, Cetan, and taking one last job in Thailand seeking out a local kingpin. A lapse in judgment means Loreno crosses paths with old colleague Paul.",143.7936,2024-06-20,6.479,24,June,2024,Thriller
"[28, 80, 14, 53]",1405338,ja,Demon City 鬼ゴロシ,"Framed for his family's murder and left for dead, an ex-hitman will stop at nothing to exact revenge on the masked ""demons"" who have taken over his city.",138.1131,2025-02-26,6.9,173,February,2025,Action
"[28, 80, 14, 53]",1405338,ja,Demon City 鬼ゴロシ,"Framed for his family's murder and left for dead, an ex-hitman will stop at nothing to exact revenge on the masked ""demons"" who have taken over his city.",138.1131,2025-02-26,6.9,173,February,2025,Crime
"[28, 80, 14, 53]",1405338,ja,Demon City 鬼ゴロシ,"Framed for his family's murder and left for dead, an ex-hitman will stop at nothing to exact revenge on the masked ""demons"" who have taken over his city.",138.1131,2025-02-26,6.9,173,February,2025,Fantasy
"[28, 80, 14, 53]",1405338,ja,Demon City 鬼ゴロシ,"Framed for his family's murder and left for dead, an ex-hitman will stop at nothing to exact revenge on the masked ""demons"" who have taken over his city.",138.1131,2025-02-26,6.9,173,February,2025,Thriller
"[28, 80, 53]",1126166,en,Flight Risk,"A U.S. Marshal escorts a government witness to trial after he's accused of getting involved with a mob boss, only to discover that the pilot who is transporting them is also a hitman sent to assassinate the informant. After they subdue him, they're forced to fly together after discovering that there are others attempting to eliminate them.",154.713,2025-01-22,6.146,538,January,2025,Action
"[28, 80, 53]",1126166,en,Flight Risk,"A U.S. Marshal escorts a government witness to trial after he's accused of getting involved with a mob boss, only to discover that the pilot who is transporting them is also a hitman sent to assassinate the informant. After they subdue him, they're forced to fly together after discovering that there are others attempting to eliminate them.",154.713,2025-01-22,6.146,538,January,2025,Crime
"[28, 80, 53]",1126166,en,Flight Risk,"A U.S. Marshal escorts a government witness to trial after he's accused of getting involved with a mob boss, only to discover that the pilot who is transporting them is also a hitman sent to assassinate the informant. After they subdue him, they're forced to fly together after discovering that there are others attempting to eliminate them.",154.713,2025-01-22,6.146,538,January,2025,Thriller
"[27, 35]",1124620,en,The Monkey,"When twin brothers find a mysterious wind-up monkey, a series of outrageous deaths tear their family apart. Twenty-five years later, the monkey begins a new killing spree forcing the estranged brothers to confront the cursed toy.",115.5916,2025-02-14,5.9,275,February,2025,Horror
"[27, 35]",1124620,en,The Monkey,"When twin brothers find a mysterious wind-up monkey, a series of outrageous deaths tear their family apart. Twenty-five years later, the monkey begins a new killing spree forcing the estranged brothers to confront the cursed toy.",115.5916,2025-02-14,5.9,275,February,2025,Comedy
"[28, 53]",1143407,hi,स्काई फ़ोर्स,"In the 1965 Indo-Pak War, India faces a devastating surprise attack. Wing Commander Ahuja leads a retaliatory strike, but Squadron Leader Vijaya goes missing after a heroic solo engagement against a superior enemy jet. Ahuja spends 23 years seeking the truth and uncovering a cover-up.",124.5451,2025-01-24,7.472,18,January,2025,Action
"[28, 53]",1143407,hi,स्काई फ़ोर्स,"In the 1965 Indo-Pak War, India faces a devastating surprise attack. Wing Commander Ahuja leads a retaliatory strike, but Squadron Leader Vijaya goes missing after a heroic solo engagement against a superior enemy jet. Ahuja spends 23 years seeking the truth and uncovering a cover-up.",124.5451,2025-01-24,7.472,18,January,2025,Thriller
"[27, 14]",1139937,en,Frogman,"An amateur filmmaker, struggling to turn his passion into a career, returns with friends to Loveland, Ohio, the location of his first, notorious sighting of the Frogman, determined to obtain irrefutable proof that the cryptid legend exists.",108.9554,2024-09-26,4.4,8,September,2024,Horror
"[27, 14]",1139937,en,Frogman,"An amateur filmmaker, struggling to turn his passion into a career, returns with friends to Loveland, Ohio, the location of his first, notorious sighting of the Frogman, determined to obtain irrefutable proof that the cryptid legend exists.",108.9554,2024-09-26,4.4,8,September,2024,Fantasy
"[28, 27]",1062276,en,Dark Match,"A small-time wrestling company accepts a well-paying gig in a backwoods town only to learn, too late, that the community is run by a mysterious cult leader with devious plans for their match.",108.7018,2024-07-21,4.8,10,July,2024,Action
"[28, 27]",1062276,en,Dark Match,"A small-time wrestling company accepts a well-paying gig in a backwoods town only to learn, too late, that the community is run by a mysterious cult leader with devious plans for their match.",108.7018,2024-07-21,4.8,10,July,2024,Horror
"[53, 9648, 10749]",257094,en,Holland,"Nancy is a teacher whose life with her husband in Holland, Michigan, tumbles into a twisted tale when she and her colleague become suspicious of a secret.",99.0048,2025-03-27,6.167,18,March,2025,Thriller
"[53, 9648, 10749]",257094,en,Holland,"Nancy is a teacher whose life with her husband in Holland, Michigan, tumbles into a twisted tale when she and her colleague become suspicious of a secret.",99.0048,2025-03-27,6.167,18,March,2025,Mystery
"[53, 9648, 10749]",257094,en,Holland,"Nancy is a teacher whose life with her husband in Holland, Michigan, tumbles into a twisted tale when she and her colleague become suspicious of a secret.",99.0048,2025-03-27,6.167,18,March,2025,Romance
"[53, 80, 9648]",1210938,ko,계시록,A pastor who believes in divine revelation and a detective haunted by visions pursue a missing person case — exposing their own demons in the process.,105.5172,2025-03-20,6.347,59,March,2025,Thriller
"[53, 80, 9648]",1210938,ko,계시록,A pastor who believes in divine revelation and a detective haunted by visions pursue a missing person case — exposing their own demons in the process.,105.5172,2025-03-20,6.347,59,March,2025,Crime
"[53, 80, 9648]",1210938,ko,계시록,A pastor who believes in divine revelation and a detective haunted by visions pursue a missing person case — exposing their own demons in the process.,105.5172,2025-03-20,6.347,59,March,2025,Mystery
"[28, 80]",995926,ko,베테랑 2,"The veteran detective Seo Do-cheol and his team at Major Crimes, relentless in their pursuit of criminals, join forces with rookie cop Park Sun-woo to track down a serial killer who has plunged the nation into turmoil.",103.5844,2024-09-13,7.0,45,September,2024,Action
"[28, 80]",995926,ko,베테랑 2,"The veteran detective Seo Do-cheol and his team at Major Crimes, relentless in their pursuit of criminals, join forces with rookie cop Park Sun-woo to track down a serial killer who has plunged the nation into turmoil.",103.5844,2024-09-13,7.0,45,September,2024,Crime
"[53, 18]",1145725,en,Tyler Perry's Duplicity,High-powered attorney Marley faces her most personal case yet when she is tasked with uncovering the truth behind the murder of her best friend Fela’s husband. With the help of her boyfriend – a former cop turned private investigator – Marley’s search for what really happened leads her down a treacherous maze of deception and betrayal.,91.196,2025-03-19,6.806,67,March,2025,Thriller
"[53, 18]",1145725,en,Tyler Perry's Duplicity,High-powered attorney Marley faces her most personal case yet when she is tasked with uncovering the truth behind the murder of her best friend Fela’s husband. With the help of her boyfriend – a former cop turned private investigator – Marley’s search for what really happened leads her down a treacherous maze of deception and betrayal.,91.196,2025-03-19,6.806,67,March,2025,Drama
"[28, 18, 12, 10752]",927342,ta,அமரன்,"A heroic true story of Major Mukund Varadarajan, an Indian Army officer who displayed extraordinary bravery during a counterterrorism mission in Kashmir’s Shopian district. The film captures his courage in protecting his nation and the devotion of his wife Indhu Rebecaa Varghese.",97.7299,2024-10-31,7.4,197,October,2024,Action
"[28, 18, 12, 10752]",927342,ta,அமரன்,"A heroic true story of Major Mukund Varadarajan, an Indian Army officer who displayed extraordinary bravery during a counterterrorism mission in Kashmir’s Shopian district. The film captures his courage in protecting his nation and the devotion of his wife Indhu Rebecaa Varghese.",97.7299,2024-10-31,7.4,197,October,2024,Drama
"[28, 18, 12, 10752]",927342,ta,அமரன்,"A heroic true story of Major Mukund Varadarajan, an Indian Army officer who displayed extraordinary bravery during a counterterrorism mission in Kashmir’s Shopian district. The film captures his courage in protecting his nation and the devotion of his wife Indhu Rebecaa Varghese.",97.7299,2024-10-31,7.4,197,October,2024,Adventure
"[28, 18, 12, 10752]",927342,ta,அமரன்,"A heroic true story of Major Mukund Varadarajan, an Indian Army officer who displayed extraordinary bravery during a counterterrorism mission in Kashmir’s Shopian district. The film captures his courage in protecting his nation and the devotion of his wife Indhu Rebecaa Varghese.",97.7299,2024-10-31,7.4,197,October,2024,War
[27],937393,en,Bloat,"After a near-death drowning accident, a young boy's family is horrified to discover he has become possessed by a legendary demon from the depths of the lake. As the family races against time to save the boy's soul, the evil monster inside the child tears the family apart as it seeks to destroy everyone in its path.",88.8089,2025-03-07,4.5,11,March,2025,Horror
"[35, 53]",1362608,fi,Pikku Siperia,"A pastor's faith turns upside down when a meteorite lands in his small Finnish town, its impact stirring up chaos and criminal intentions.",81.1025,2025-03-20,6.7,32,March,2025,Comedy
"[35, 53]",1362608,fi,Pikku Siperia,"A pastor's faith turns upside down when a meteorite lands in his small Finnish town, its impact stirring up chaos and criminal intentions.",81.1025,2025-03-20,6.7,32,March,2025,Thriller
"[28, 80, 53]",1197306,en,A Working Man,"Levon Cade left behind a decorated military career in the black ops to live a simple life working construction. But when his boss's daughter, who is like family to him, is taken by human traffickers, his search to bring her home uncovers a world of corruption far greater than he ever could have imagined.",107.1538,2025-03-26,7.4,21,March,2025,Action
"[28, 80, 53]",1197306,en,A Working Man,"Levon Cade left behind a decorated military career in the black ops to live a simple life working construction. But when his boss's daughter, who is like family to him, is taken by human traffickers, his search to bring her home uncovers a world of corruption far greater than he ever could have imagined.",107.1538,2025-03-26,7.4,21,March,2025,Crime
"[28, 80, 53]",1197306,en,A Working Man,"Levon Cade left behind a decorated military career in the black ops to live a simple life working construction. But when his boss's daughter, who is like family to him, is taken by human traffickers, his search to bring her home uncovers a world of corruption far greater than he ever could have imagined.",107.1538,2025-03-26,7.4,21,March,2025,Thriller
"[28, 12, 53]",539972,en,Kraven the Hunter,"Kraven Kravinoff's complex relationship with his ruthless gangster father, Nikolai, starts him down a path of vengeance with brutal consequences, motivating him to become not only the greatest hunter in the world, but also one of its most feared.",86.1363,2024-12-11,6.634,1483,December,2024,Action
"[28, 12, 53]",539972,en,Kraven the Hunter,"Kraven Kravinoff's complex relationship with his ruthless gangster father, Nikolai, starts him down a path of vengeance with brutal consequences, motivating him to become not only the greatest hunter in the world, but also one of its most feared.",86.1363,2024-12-11,6.634,1483,December,2024,Adventure
"[28, 12, 53]",539972,en,Kraven the Hunter,"Kraven Kravinoff's complex relationship with his ruthless gangster father, Nikolai, starts him down a path of vengeance with brutal consequences, motivating him to become not only the greatest hunter in the world, but also one of its most feared.",86.1363,2024-12-11,6.634,1483,December,2024,Thriller
"[35, 27, 878, 53]",1084199,en,Companion,"During a weekend getaway at a secluded lakeside estate, a group of friends finds themselves entangled in a web of secrets, deception, and advanced technology. As tensions rise and loyalties are tested, they uncover unsettling truths about themselves and the world around them.",84.0342,2025-01-22,7.1,881,January,2025,Comedy
"[35, 27, 878, 53]",1084199,en,Companion,"During a weekend getaway at a secluded lakeside estate, a group of friends finds themselves entangled in a web of secrets, deception, and advanced technology. As tensions rise and loyalties are tested, they uncover unsettling truths about themselves and the world around them.",84.0342,2025-01-22,7.1,881,January,2025,Horror
"[35, 27, 878, 53]",1084199,en,Companion,"During a weekend getaway at a secluded lakeside estate, a group of friends finds themselves entangled in a web of secrets, deception, and advanced technology. As tensions rise and loyalties are tested, they uncover unsettling truths about themselves and the world around them.",84.0342,2025-01-22,7.1,881,January,2025,Science Fiction
"[35, 27, 878, 53]",1084199,en,Companion,"During a weekend getaway at a secluded lakeside estate, a group of friends finds themselves entangled in a web of secrets, deception, and advanced technology. As tensions rise and loyalties are tested, they uncover unsettling truths about themselves and the world around them.",84.0342,2025-01-22,7.1,881,January,2025,Thriller
"[16, 12, 35, 10751, 14]",1104845,en,Plankton: The Movie,Plankton's tangled love story with his sentient computer wife goes sideways when she takes a stand — and decides to destroy the world without him.,88.1178,2025-03-08,6.823,62,March,2025,Animation
"[16, 12, 35, 10751, 14]",1104845,en,Plankton: The Movie,Plankton's tangled love story with his sentient computer wife goes sideways when she takes a stand — and decides to destroy the world without him.,88.1178,2025-03-08,6.823,62,March,2025,Adventure
"[16, 12, 35, 10751, 14]",1104845,en,Plankton: The Movie,Plankton's tangled love story with his sentient computer wife goes sideways when she takes a stand — and decides to destroy the world without him.,88.1178,2025-03-08,6.823,62,March,2025,Comedy
"[16, 12, 35, 10751, 14]",1104845,en,Plankton: The Movie,Plankton's tangled love story with his sentient computer wife goes sideways when she takes a stand — and decides to destroy the world without him.,88.1178,2025-03-08,6.823,62,March,2025,Family
"[16, 12, 35, 10751, 14]",1104845,en,Plankton: The Movie,Plankton's tangled love story with his sentient computer wife goes sideways when she takes a stand — and decides to destroy the world without him.,88.1178,2025-03-08,6.823,62,March,2025,Fantasy
"[10751, 35, 12, 14]",950387,en,A Minecraft Movie,"Four misfits find themselves struggling with ordinary problems when they are suddenly pulled through a mysterious portal into the Overworld: a bizarre, cubic wonderland that thrives on imagination. To get back home, they'll have to master this world while embarking on a magical quest with an unexpected, expert crafter, Steve.",72.3338,2025-03-31,5.5,2,March,2025,Family
"[10751, 35, 12, 14]",950387,en,A Minecraft Movie,"Four misfits find themselves struggling with ordinary problems when they are suddenly pulled through a mysterious portal into the Overworld: a bizarre, cubic wonderland that thrives on imagination. To get back home, they'll have to master this world while embarking on a magical quest with an unexpected, expert crafter, Steve.",72.3338,2025-03-31,5.5,2,March,2025,Comedy
"[10751, 35, 12, 14]",950387,en,A Minecraft Movie,"Four misfits find themselves struggling with ordinary problems when they are suddenly pulled through a mysterious portal into the Overworld: a bizarre, cubic wonderland that thrives on imagination. To get back home, they'll have to master this world while embarking on a magical quest with an unexpected, expert crafter, Steve.",72.3338,2025-03-31,5.5,2,March,2025,Adventure
"[10751, 35, 12, 14]",950387,en,A Minecraft Movie,"Four misfits find themselves struggling with ordinary problems when they are suddenly pulled through a mysterious portal into the Overworld: a bizarre, cubic wonderland that thrives on imagination. To get back home, they'll have to master this world while embarking on a magical quest with an unexpected, expert crafter, Steve.",72.3338,2025-03-31,5.5,2,March,2025,Fantasy
"[16, 14, 12]",823219,lv,Straume,"A solitary cat, displaced by a great flood, finds refuge on a boat with various species and must navigate the challenges of adapting to a transformed world together.",79.1425,2024-08-29,8.273,1661,August,2024,Animation
"[16, 14, 12]",823219,lv,Straume,"A solitary cat, displaced by a great flood, finds refuge on a boat with various species and must navigate the challenges of adapting to a transformed world together.",79.1425,2024-08-29,8.273,1661,August,2024,Fantasy
"[16, 14, 12]",823219,lv,Straume,"A solitary cat, displaced by a great flood, finds refuge on a boat with various species and must navigate the challenges of adapting to a transformed world together.",79.1425,2024-08-29,8.273,1661,August,2024,Adventure
"[28, 12, 14, 16]",1357633,ja,俺だけレベルアップな件 -ReAwakening-,"Over a decade after 'gates' connecting worlds appeared, awakening 'hunters' with superpowers, weakest hunter Sung Jinwoo encounters a double dungeon and accepts a mysterious quest, becoming the only one able to level up, changing his fate. A catch-up recap of the first season coupled with an exclusive sneak peek of the first two episodes of the highly anticipated second season in one momentous theatrical fan experience.",78.3421,2024-11-26,6.9,172,November,2024,Action
"[28, 12, 14, 16]",1357633,ja,俺だけレベルアップな件 -ReAwakening-,"Over a decade after 'gates' connecting worlds appeared, awakening 'hunters' with superpowers, weakest hunter Sung Jinwoo encounters a double dungeon and accepts a mysterious quest, becoming the only one able to level up, changing his fate. A catch-up recap of the first season coupled with an exclusive sneak peek of the first two episodes of the highly anticipated second season in one momentous theatrical fan experience.",78.3421,2024-11-26,6.9,172,November,2024,Adventure
"[28, 12, 14, 16]",1357633,ja,俺だけレベルアップな件 -ReAwakening-,"Over a decade after 'gates' connecting worlds appeared, awakening 'hunters' with superpowers, weakest hunter Sung Jinwoo encounters a double dungeon and accepts a mysterious quest, becoming the only one able to level up, changing his fate. A catch-up recap of the first season coupled with an exclusive sneak peek of the first two episodes of the highly anticipated second season in one momentous theatrical fan experience.",78.3421,2024-11-26,6.9,172,November,2024,Fantasy
